MinimumDistance,MaximumDistance,AverageDistance,StdDev,,
6.7259774,171.42831,86.657425,37.687954,,
15.555781,154.459,81.35496,24.897171,,
0.62106055,56.88405,20.016668,9.870957,,
0.54868394,74.81386,21.37653,10.712966,,
0.67777413,56.24932,19.23571,9.146815,,
1.8290273,64.34594,30.326271,10.445893,,
4.4883995,106.118095,50.43062,18.13655,,
0.3777329,92.61278,32.333908,12.610429,,
5.086946,117.44006,61.188683,19.709805,,
28.862741,263.73404,138.01439,89.01123,,
28.862741,263.73404,138.01439,89.01123,,
16.29907,270.46667,146.26103,84.096275,,
25.887167,306.40466,167.3313,92.90859,,
25.887167,306.40466,167.3313,92.90859,,
25.887167,306.40466,167.3313,92.90859,,
11.979896,99.44594,64.08394,13.4967375,,
61.000626,179.70343,125.98146,24.395863,,
9.988566,113.62621,66.6169,14.636932,,
190.27603,331.91275,262.50076,20.8772,,
22.61147,171.2151,97.02711,30.547132,,
22.61147,171.2151,97.02711,30.547132,,
22.61147,171.2151,97.02711,30.547132,,
1.5975627,45.988655,21.130985,8.007298,,
13.795529,120.572586,63.82198,21.58067,,
13.639147,176.15457,98.50193,32.986443,,
47.811115,202.893,125.40681,30.63967,,
0.4776879,167.59448,88.028885,30.70458,,
3.3609722,151.865,59.065792,32.28676,,
39.812325,142.45593,87.93534,19.307114,,
1.5002171,156.60706,72.796074,34.46577,,
27.710957,130.73755,69.21437,16.993635,,
32.51968,118.18877,63.752026,14.774304,,
14.09767,178.8617,101.18464,26.04693,,
80.14541,249.56503,155.25485,26.0594,,
80.14541,249.56503,155.25485,26.0594,,
80.14541,249.56503,155.25485,26.0594,,
0.63097924,174.7877,91.361336,29.11945,,
20.451862,138.02863,83.635185,17.315008,,
0.7239639,193.98518,95.485115,37.48371,,
9.768684,135.10861,70.701706,21.245382,,
0.8836289,143.68227,63.73444,28.273663,,
347.26474,464.6662,401.4358,22.536856,,
137.17896,284.84637,208.21907,23.966036,,
137.17896,284.84637,208.21907,23.966036,,
0.5119817,157.43668,68.57692,29.499975,,
9.56488,207.58182,99.261345,36.263336,,
120.37819,222.59229,164.57724,26.332138,,
54.771145,125.01922,89.99485,12.187286,,
65.211525,198.26006,127.61111,23.395159,,
60.52584,144.8017,108.448296,13.6927185,,
23.932655,96.47128,57.091125,12.505745,,
35.015247,148.41608,94.09043,19.666277,,
35.015247,148.41608,94.09043,19.666277,,
11.507831,91.11004,56.357227,12.387549,,
15.310943,95.74799,57.44224,13.380212,,
15.310943,95.74799,57.44224,13.380212,,
19.356789,113.97063,70.323296,15.2277355,,
1.6681657,73.34124,34.324013,12.146767,,
1.4563285,88.60819,33.8923,13.934357,,
4.1510563,187.47188,95.39567,38.049362,,
0.7785796,210.70303,108.31892,43.47382,,
1.0860856,59.982903,23.432106,9.311152,,
71.743515,179.9071,140.19246,17.16344,,
9.266912,160.48788,75.01168,34.07659,,
1.4891751,47.935673,17.596424,7.041792,,
22.6078,95.488304,56.372406,11.934461,,
0.53433335,204.81186,97.27616,38.022808,,
0.7168426,216.16159,106.272064,42.342876,,
1.2136984,200.01358,97.355835,33.921406,,
0.7076968,216.48335,105.80729,42.283276,,
0.81962883,183.3725,90.031715,33.09489,,
1.8110023,199.08524,105.91559,43.289085,,
3.8345795,118.214294,50.63583,19.773832,,
32.754555,155.34164,103.88945,18.895882,,
80.73935,168.6988,137.10553,16.092693,,
31.80075,221.1965,117.9993,26.229286,,
0.67663497,57.91803,23.699238,9.716887,,
0.31554103,160.55115,74.91356,35.226875,,
0.5431399,61.851433,22.106773,9.97983,,
0.5431399,61.851433,22.106773,9.97983,,
0.5431399,61.851433,22.106773,9.97983,,
55.648945,131.12746,96.20114,12.33241,,
70.12149,139.55754,104.38347,19.456137,,
211.8318,347.50317,290.67157,25.45156,,
62.650955,150.67131,108.863365,13.739144,,
58.56254,109.41892,82.48547,9.19986,,
58.56254,109.41892,82.48547,9.19986,,
58.56254,109.41892,82.48547,9.19986,,
50.6423,86.5996,69.25221,7.4166355,,
50.711914,90.80809,72.109665,9.010501,,
33.80862,113.62926,69.71972,17.356375,,
90.4729,124.354904,107.732155,6.78141,,
65.7878,121.22715,90.964645,10.850706,,
56.21354,85.16379,71.15235,6.6960864,,
56.21354,85.16379,71.15235,6.6960864,,
56.21354,85.16379,71.15235,6.6960864,,
402.238,486.59723,445.75815,15.765994,,
342.21002,468.07495,420.2587,16.828976,,
424.1109,501.91562,457.81696,14.365621,,
359.2763,475.55215,429.94778,23.428652,,
65.35311,157.61502,111.93517,18.18324,,
46.786934,126.889244,80.75845,14.52044,,
34.531822,135.97028,83.36688,21.004606,,
34.531822,135.97028,83.36688,21.004606,,
34.531822,135.97028,83.36688,21.004606,,
0.2899643,116.301506,62.053635,18.472645,,
6.204458,99.861534,56.93832,15.696217,,
6.204458,99.861534,56.93832,15.696217,,
6.204458,99.861534,56.93832,15.696217,,
3.910704,51.577625,22.910002,7.6806374,,
35.09852,232.64655,132.18298,36.81747,,
25.519176,185.03346,103.347946,44.01753,,
2.0539458,147.523,71.35807,36.88767,,
45.973736,168.92302,101.79153,30.808712,,
45.973736,168.92302,101.79153,30.808712,,
10.421269,188.03088,104.01409,30.114302,,
10.421269,188.03088,104.01409,30.114302,,
164.14967,298.72968,221.79219,22.66507,,
0.80566794,111.64561,56.821667,20.471016,,
0.80566794,111.64561,56.821667,20.471016,,
19.944654,111.588104,68.78127,20.108921,,
1.2921596,142.12727,58.840313,23.947353,,
17.222775,163.80075,91.55162,25.76302,,
17.222775,163.80075,91.55162,25.76302,,
1.6982933,115.8975,59.786167,21.468273,,
17.222775,163.80075,91.55162,25.76302,,
17.222775,163.80075,91.55162,25.76302,,
1.6982933,115.8975,59.786167,21.468273,,
2.5993664,112.1033,53.656567,17.305664,,
12.127585,150.54921,76.80847,23.841984,,
12.127585,150.54921,76.80847,23.841984,,
78.91048,220.10841,140.67064,34.80213,,
37.239597,106.742645,72.21139,11.897866,,
0.5993171,72.14013,23.041258,12.13444,,
52.50485,98.9778,75.80447,9.180527,,
11.511922,123.0599,65.18485,19.440773,,
47.031483,211.9925,133.26897,30.363132,,
123.72007,227.5258,177.6257,24.323586,,
27.554686,149.78049,87.507515,23.459328,,
1.1402494,140.35654,61.83883,22.405645,,
1.1402494,140.35654,61.83883,22.405645,,
1.757929,59.322968,30.385439,8.76413,,
319.56787,427.7416,379.15344,22.489368,,
0.6919361,52.57272,25.620596,8.312768,,
343.18555,398.7037,368.7933,10.803879,,
1.0551986,56.422997,26.718264,9.352317,,
0.5357684,94.278534,45.623787,16.845125,,
15.017282,62.240044,34.619835,8.725754,,
15.99821,117.88548,67.71843,14.89736,,
34.634308,137.26534,80.281845,17.020395,,
36.84831,191.02628,115.01199,21.453646,,
45.090073,203.66621,121.74658,27.259724,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
33.174675,128.64691,78.334175,14.302677,,
3.3836808,120.55304,64.620834,20.514837,,
31.750603,110.5842,67.695526,14.573852,,
31.750603,110.5842,67.695526,14.573852,,
31.750603,110.5842,67.695526,14.573852,,
46.19773,113.619675,75.765335,13.869617,,
25.514875,93.95345,58.19842,10.930441,,
34.5245,112.85025,69.78221,11.701556,,
19.355385,126.29865,76.06022,20.22906,,
0.83753204,96.64919,41.635147,17.25648,,
20.158096,99.6849,57.30455,13.077139,,
0.3331525,74.07957,34.072926,11.441962,,
1.1567979,67.39831,27.360516,11.304109,,
1.1567979,67.39831,27.360516,11.304109,,
1.1567979,67.39831,27.360516,11.304109,,
1.1567979,67.39831,27.360516,11.304109,,
1.1567979,67.39831,27.360516,11.304109,,
1.1567979,67.39831,27.360516,11.304109,,
1.1567979,67.39831,27.360516,11.304109,,
1.1567979,67.39831,27.360516,11.304109,,
17.236422,174.90385,87.19198,28.674227,,
9.770702,176.10216,94.39289,32.537575,,
0.5942072,216.69218,96.2751,41.670334,,
8.1819105,112.21293,63.093586,22.79581,,
8.1819105,112.21293,63.093586,22.79581,,
29.913553,137.63794,84.455574,17.303074,,
0,66.47545,25.704464,14.005938,,
0.9102667,60.6935,25.386816,12.333854,,
1.1041832,94.95029,45.614685,18.394197,,
50.382378,156.86415,99.0663,15.720741,,
12.222427,106.95106,53.9232,19.2964,,
39.062904,118.88021,82.6675,13.649371,,
1.906104,93.56731,41.5392,16.916346,,
0.9102667,60.6935,25.386816,12.333854,,
1.1041832,94.95029,45.614685,18.394197,,
39.062904,118.88021,82.6675,13.649371,,
0.96903807,86.708954,36.25674,15.951718,,
1.906104,93.56731,41.5392,16.916346,,
0.5582694,73.8981,27.51686,12.701027,,
347.3561,469.78363,409.09732,19.701109,,
369.267,644.3852,486.8397,40.34196,,
369.267,644.3852,486.8397,40.34196,,
0.4168274,103.68275,45.375378,20.508747,,
12.179217,68.70824,42.43083,12.630715,,
1.8335681,97.757164,48.935513,20.774107,,
0.78570545,38.015827,14.913466,6.1430902,,
58.77948,118.341576,87.464455,10.792028,,
58.77948,118.341576,87.464455,10.792028,,
5.455967,69.91704,38.528996,11.233928,,
0.61975557,35.783413,14.271642,6.2296023,,
1.8474885,43.758907,19.774157,7.59995,,
136.20338,331.43274,226.8232,30.976097,,
198.70097,297.90237,236.02158,19.67253,,
0.8242563,95.882614,44.932346,15.606447,,
18.499395,124.14166,73.149254,18.986235,,
18.499395,124.14166,73.149254,18.986235,,
18.499395,124.14166,73.149254,18.986235,,
8.192806,86.711784,48.500977,12.736408,,
8.192806,86.711784,48.500977,12.736408,,
1.0758152,63.504646,24.76675,11.006831,,
1.0758152,63.504646,24.76675,11.006831,,
396.74448,516.6615,460.8205,22.069744,,
87.46242,203.09868,144.31206,26.981773,,
345.40488,457.92633,402.86594,18.715136,,
368.22464,471.57306,427.77072,17.460684,,
351.16827,485.77612,416.8345,22.577833,,
447.47055,538.76447,498.32043,16.123894,,
424.30368,542.7964,500.08026,18.010641,,
386.5298,519.81177,450.1523,25.634007,,
0.6679566,93.928795,43.59455,16.32201,,
0.43459627,53.247795,22.586111,9.090829,,
1.2026186,59.369434,23.025328,9.548145,,
10.38659,80.367615,46.792065,13.25233,,
7.630275,90.72207,53.914577,14.28123,,
0.41138965,95.05791,40.786045,17.817064,,
5.800009,91.195786,50.114037,14.104977,,
41.145935,112.94852,76.56402,14.892304,,
41.145935,112.94852,76.56402,14.892304,,
11.927458,108.843765,63.896008,15.497907,,
5.138001,118.96573,57.64788,25.031519,,
5.138001,118.96573,57.64788,25.031519,,
5.138001,118.96573,57.64788,25.031519,,
62.55378,142.96678,94.88531,13.761988,,
1.960001,82.84349,43.06687,12.886726,,
2.3656566,87.38116,43.579838,14.346661,,
0.588677,96.705605,48.249783,18.677225,,
0.64140093,92.19443,49.049026,15.327953,,
29.399462,184.11942,113.91254,25.379314,,
10.555661,103.58477,56.731117,14.868538,,
0.588677,96.705605,48.249783,18.677225,,
0.64140093,92.19443,49.049026,15.327953,,
29.399462,184.11942,113.91254,25.379314,,
10.555661,103.58477,56.731117,14.868538,,
5.01763,32.58266,16.166182,6.4560614,,
42.814632,154.91127,105.45964,29.311962,,
213.98647,304.75778,257.87506,17.14659,,
80.10683,147.06548,117.14163,16.322016,,
80.10683,147.06548,117.14163,16.322016,,
344.30145,422.67386,382.59427,12.835141,,
8.14103,111.20207,55.337833,13.890235,,
20.88071,116.939384,65.18444,16.080547,,
12.661702,96.43355,54.551243,13.974455,,
2.108527,97.430305,52.91172,15.542795,,
4.480716,72.81121,36.747387,18.481363,,
0.9363356,45.765682,20.731777,8.305009,,
1.8247967,33.035984,15.954555,6.437614,,
58.462486,234.17442,158.43588,28.081158,,
49.87003,228.80125,129.42336,29.36219,,
132.79073,261.69888,196.40715,26.953257,,
147.98044,262.2409,199.68605,16.11288,,
286.07965,447.86224,365.55258,30.216074,,
26.234535,70.97105,47.175797,9.039963,,
270.67807,367.6154,318.5657,17.48775,,
24.774895,81.27088,53.86448,11.081709,,
147.93831,258.02963,199.78032,21.73192,,
18.639662,100.42847,55.21075,14.827849,,
47.607765,107.31014,71.322266,12.416009,,
25.521225,83.071724,54.434193,11.269751,,
29.126923,99.92408,67.22275,13.203364,,
25.521225,83.071724,54.434193,11.269751,,
29.126923,99.92408,67.22275,13.203364,,
249.11559,374.2295,308.71353,24.643028,,
294.8726,379.85382,337.41388,14.143442,,
7.966998,151.13063,78.711655,24.969494,,
7.966998,151.13063,78.711655,24.969494,,
4.37705,95.74596,43.583954,15.212613,,
1.2932978,96.49497,37.323643,16.17131,,
2.3919334,144.1582,71.06954,29.257559,,
393.36127,517.3835,461.2732,25.391052,,
393.36127,517.3835,461.2732,25.391052,,
0.57693064,46.73571,19.602608,8.223444,,
22.03733,75.03736,48.737705,9.198493,,
17.96557,86.24585,50.53576,11.400419,,
20.84537,66.16184,44.19334,8.95026,,
25.078653,66.66272,42.718002,8.088485,,
361.6547,494.66425,433.574,28.615738,,
3.8563452,131.8511,72.59627,28.198093,,
16.981705,73.34669,46.57268,13.207107,,
3.8469532,79.47382,42.287746,15.605266,,
8.31306,94.16032,56.417717,13.955127,,
22.608839,139.33206,69.965515,23.721,,
22.608839,139.33206,69.965515,23.721,,
22.608839,139.33206,69.965515,23.721,,
12.197092,96.82869,54.78556,12.954572,,
367.09106,476.05664,417.38324,18.566282,,
0.38519967,93.27776,39.87085,14.04995,,
43.4856,226.35347,135.6283,39.524933,,
0.44880834,107.37522,44.304005,19.346395,,
10.641569,115.34052,59.0449,18.023958,,
93.756424,167.77098,130.77284,12.439784,,
4.458159,72.98208,41.274826,10.813553,,
10.693043,78.287964,47.00993,11.151264,,
30.689262,118.916504,76.33488,12.823325,,
62.238163,137.16548,99.42275,13.805446,,
1.2781335,110.79669,50.700512,18.233845,,
26.82927,183.85915,109.09841,26.944262,,
4.65708,73.44404,44.01975,11.080308,,
0.53259087,127.932144,66.34697,19.750818,,
21.887012,144.95663,79.58939,21.10986,,
0.6169696,112.54324,53.392796,17.925003,,
0.6169696,112.54324,53.392796,17.925003,,
1.9122894,89.92363,47.16714,14.735897,,
1.1344371,154.63095,65.492165,27.748388,,
33.33765,136.52367,82.59675,17.823051,,
53.666195,139.61336,97.21196,14.035774,,
31.35573,123.73394,81.627716,17.678484,,
32.900093,134.67194,84.94022,17.738304,,
1.0335491,218.81624,103.419525,52.63255,,
10.894924,147.05077,81.08391,24.581665,,
10.894924,147.05077,81.08391,24.581665,,
30.635818,149.1362,87.46836,21.06763,,
30.635818,149.1362,87.46836,21.06763,,
25.853758,184.35457,100.89602,34.281403,,
25.853758,184.35457,100.89602,34.281403,,
13.012901,71.06918,41.79766,9.337439,,
0.59737206,136.81665,59.75937,26.394056,,
0.59737206,136.81665,59.75937,26.394056,,
4.2815866,106.5074,56.462856,15.769993,,
1.0081098,72.087364,30.943981,12.765503,,
1.0081098,72.087364,30.943981,12.765503,,
1.2893245,87.6006,43.120308,14.196846,,
1.7079383,124.36146,62.722538,17.59672,,
4.347929,111.505615,62.00117,15.9748,,
1.9768355,111.30043,55.019802,17.744375,,
1.5051235,116.036194,63.22515,21.26005,,
1.8167976,101.64051,48.96408,20.28171,,
222.51718,384.69028,295.78687,35.13038,,
200.775,428.08365,307.28125,42.581486,,
177.41653,403.6988,294.79993,42.054604,,
3.668035,210.00163,91.82963,50.52357,,
2.4053502,133.95929,71.60651,22.347143,,
4.272602,104.81282,44.60612,18.679087,,
178.11491,380.9849,266.82278,45.66452,,
20.168756,73.988174,46.150215,10.754311,,
20.168756,73.988174,46.150215,10.754311,,
1.3695585,82.384285,35.833115,17.916153,,
1.0667661,38.2796,16.758636,6.723002,,
0.64245945,50.181396,21.198332,8.372947,,
7.5396857,68.24725,36.044804,11.179529,,
15.541561,69.48747,39.562634,9.66546,,
15.541561,69.48747,39.562634,9.66546,,
41.725388,96.355934,68.45458,10.049159,,
28.657064,112.698845,66.177475,14.253634,,
17.933416,100.831085,62.23719,14.022191,,
17.933416,100.831085,62.23719,14.022191,,
15.541561,69.48747,39.562634,9.66546,,
15.541561,69.48747,39.562634,9.66546,,
41.725388,96.355934,68.45458,10.049159,,
28.657064,112.698845,66.177475,14.253634,,
17.933416,100.831085,62.23719,14.022191,,
17.933416,100.831085,62.23719,14.022191,,
1.3532691,80.99126,37.703434,13.418806,,
4.788093,62.221897,34.18265,10.540605,,
26.15114,103.13345,65.54284,14.253765,,
0.6917148,53.517925,23.055925,9.761472,,
0.6081354,123.722015,52.068897,22.69564,,
48.39961,100.679825,75.14955,10.2862425,,
7.377581,196.13156,99.893745,41.970856,,
111.299965,184.10732,142.99562,12.019019,,
4.74498,159.3307,80.16616,27.242584,,
57.346615,311.33478,208.5389,42.446495,,
138.20026,312.12396,226.44637,30.794243,,
207.9565,307.46008,259.3113,20.025356,,
230.64886,343.30154,284.69302,19.954193,,
3.718742,157.61052,74.5253,24.344868,,
12.806978,168.48186,79.50308,25.779083,,
4.269981,34.944103,20.010412,5.9571624,,
2.6859443,136.13538,69.801575,28.601198,,
2.6859443,136.13538,69.801575,28.601198,,
2.6859443,136.13538,69.801575,28.601198,,
2.6859443,136.13538,69.801575,28.601198,,
2.6859443,136.13538,69.801575,28.601198,,
1.1957362,25.074018,11.408487,4.3274965,,
1.0567846,45.012207,19.078386,6.8861747,,
52.617798,132.97594,87.52603,15.330706,,
35.19426,74.86094,52.67378,7.380857,,
39.158203,86.417046,58.017838,8.31075,,
48.04993,128.2922,85.94965,15.089422,,
51.729263,229.02505,151.772,49.74794,,
59.5936,154.5406,108.57743,25.603907,,
144.64308,185.5317,163.4764,6.9741635,,
1.1948793,55.140434,27.599821,9.742463,,
29.877882,84.9227,57.697353,9.919479,,
6.5140433,126.70768,69.95895,22.249056,,
4.2590265,76.05115,31.658903,13.33472,,
66.36641,220.78647,143.64345,23.519365,,
40.281166,71.703384,57.663456,6.4373136,,
37.671417,104.859825,64.83194,13.2889185,,
24.391169,89.838974,58.107277,12.045708,,
16.982502,51.10432,32.9938,6.860962,,
24.111292,76.7811,47.595215,8.848893,,
60.42231,145.50429,99.515015,13.28304,,
60.42231,145.50429,99.515015,13.28304,,
29.291924,123.99533,72.98851,12.848203,,
1.0647494,94.74234,41.063198,14.284072,,
10.712287,77.35007,48.96328,10.167084,,
1.3449299,94.33982,44.127506,14.148136,,
23.882444,110.839745,70.57346,12.9884,,
44.630947,149.69176,91.97466,14.773456,,
34.39868,124.33902,79.59574,17.23,,
14.074991,96.7246,55.782673,13.642511,,
4.3747973,84.90588,42.52912,12.25798,,
1.7592489,90.18367,45.134624,14.34769,,
42.675564,103.09557,73.646675,14.423018,,
11.411383,95.98664,53.112816,13.811614,,
15.919839,70.92081,43.217735,10.2580595,,
276.55045,425.4902,362.60098,29.051949,,
283.4876,437.92978,373.51358,28.122501,,
4.5063186,89.250374,44.96066,22.156534,,
45.924263,187.66646,114.26362,27.355669,,
63.428467,195.42558,119.71085,24.667807,,
8.647184,74.11775,43.770718,10.297527,,
25.928112,105.2228,65.97092,16.68258,,
25.447926,168.47563,97.127365,30.551199,,
44.87556,171.19955,103.001045,26.766235,,
18.698599,163.24123,89.395836,26.359568,,
324.27222,598.0056,463.17502,78.52918,,
357.42975,684.8759,518.03046,77.92981,,
4.4149895,153.712,74.93706,25.023325,,
4.3601246,156.99733,65.08849,28.151245,,
98.72558,251.0798,162.1236,26.330809,,
0.5915213,119.07184,51.695614,24.230925,,
0.6916517,151.1679,52.54398,27.637909,,
41.425312,195.71292,120.86652,30.826643,,
0.99692625,109.76056,45.286247,20.745398,,
0.79333484,115.22864,54.011303,23.195072,,
44.73885,170.4621,108.34689,21.208773,,
44.73885,170.4621,108.34689,21.208773,,
4.795749,77.79537,42.6125,11.574326,,
66.92478,113.542336,85.37669,9.079448,,
66.92478,113.542336,85.37669,9.079448,,
1.0120916,68.15394,29.643667,11.589571,,
15.345799,77.33554,45.68006,10.166603,,
10.0936165,129.15108,72.07941,21.91813,,
2.8537948,75.03557,35.73805,10.661729,,
2.8537948,75.03557,35.73805,10.661729,,
25.71033,90.23741,59.109158,10.898183,,
55.50811,148.30557,104.3229,14.195584,,
12.356121,133.66,73.17009,22.309183,,
13.813086,102.05303,58.731167,19.32307,,
11.365445,94.220276,53.16079,20.105425,,
24.408073,87.403854,48.248314,10.064615,,
20.59594,55.149975,40.756123,7.1470976,,
78.57071,129.1648,103.054794,10.755561,,
13.372488,77.41155,45.946037,11.5327635,,
19.163095,84.801765,51.067917,10.441539,,
25.204664,80.518364,50.487164,9.813132,,
1.4222835,58.499966,26.280006,9.924489,,
0.6435162,75.64922,35.53759,14.046058,,
0.6857005,105.254364,35.2589,18.193823,,
85.15003,130.98607,107.62484,9.543209,,
59.48579,151.15712,102.125374,17.22932,,
39.669827,118.0217,83.18693,12.212544,,
57.267933,92.34622,72.27366,6.533572,,
23.886929,100.94019,60.935112,12.66265,,
1.5067791,74.218414,36.840694,13.90302,,
14.117341,126.64166,73.36367,18.585732,,
24.24345,167.38692,94.61695,23.978401,,
15.445992,100.64594,59.975433,12.93323,,
0.6774555,105.32635,47.284286,18.362652,,
0.6774555,105.32635,47.284286,18.362652,,
0.50361574,69.93823,37.010223,13.194668,,
0.7861065,103.62431,52.771313,20.510973,,
92.91583,212.24886,155.0635,18.649193,,
60.378693,178.21916,117.54631,17.95356,,
17.941,113.77028,63.755405,16.260418,,
3.2747931,103.7978,52.563408,19.069698,,
3.4837568,76.130104,37.461132,13.966126,,
157.04625,278.0969,218.55103,20.440304,,
118.68828,247.68367,187.27843,21.965124,,
22.756031,142.62703,82.18813,21.950943,,
69.314384,189.99643,129.53262,21.811327,,
1.6661006,111.70256,52.830242,19.48099,,
28.41639,138.81406,79.74149,17.461401,,
1.6628357,117.6215,69.26139,21.579771,,
45.13923,200.91805,121.76089,27.447886,,
66.33033,186.64078,123.159004,22.595476,,
45.4314,196.813,125.58126,25.128994,,
81.73187,185.93776,141.18167,18.631626,,
0.8109296,114.42975,62.202175,17.721397,,
0.6907125,150.0904,65.85075,23.92547,,
50.562233,157.25398,111.106064,17.826859,,
35.37685,173.3378,111.325554,28.767673,,
0.9192188,157.03972,64.48848,28.254515,,
4.2106724,103.52717,42.97032,15.917641,,
2.8844385,148.63942,71.53956,24.01503,,
29.518852,251.84865,135.8958,42.49475,,
3.1677635,152.0708,73.43088,21.924408,,
69.066666,197.2662,130.94098,22.896994,,
13.732381,116.8183,62.33617,17.304848,,
30.56971,156.20091,88.07319,20.977276,,
40.919712,186.97624,117.844986,21.634258,,
83.671074,150.45511,113.12342,14.508512,,
62.6928,157.10144,101.79364,18.10529,,
4.633432,88.26172,40.397583,15.382444,,
10.430759,108.207466,53.441383,18.85536,,
0.38239396,160.50706,78.626144,31.721313,,
1.0751177,150.07573,71.28629,29.67272,,
1.0751177,150.07573,71.28629,29.67272,,
83.671074,150.45511,113.12342,14.508512,,
62.6928,157.10144,101.79364,18.10529,,
4.633432,88.26172,40.397583,15.382444,,
10.430759,108.207466,53.441383,18.85536,,
0.38239396,160.50706,78.626144,31.721313,,
1.0751177,150.07573,71.28629,29.67272,,
1.0751177,150.07573,71.28629,29.67272,,
4.099172,77.84952,35.358356,12.23841,,
45.489258,98.50827,74.19085,10.146244,,
0.8857658,69.27143,24.277254,11.961179,,
0.37399024,62.73566,22.046461,10.577905,,
0.83857316,60.097015,23.658054,9.768632,,
0.883224,70.76348,33.095615,12.212685,,
24.987202,107.01748,70.86381,13.998656,,
62.632793,147.28593,109.84822,14.118343,,
111.866714,258.21063,192.68622,24.616884,,
111.866714,258.21063,192.68622,24.616884,,
46.104458,190.91003,123.073364,26.171307,,
35.555775,175.26051,105.02525,25.344727,,
22.862598,62.141277,40.294277,6.8456674,,
40.34691,85.31919,62.590225,7.9740257,,
29.73822,187.07608,88.60975,33.96313,,
47.31814,162.6366,106.632515,16.898039,,
27.267506,117.08365,72.858696,14.477427,,
14.067986,135.0046,78.516304,27.61501,,
14.067986,135.0046,78.516304,27.61501,,
14.067986,135.0046,78.516304,27.61501,,
8.792325,126.42444,65.4979,26.257256,,
204.41922,371.6837,286.12543,31.849655,,
54.219166,143.51323,98.174065,14.159913,,
40.45781,153.90434,97.673645,18.754358,,
120.660324,160.2393,140.82523,7.772776,,
12.713937,73.0018,41.444653,10.548425,,
341.6978,422.83987,384.52136,13.567041,,
339.15964,417.1279,380.73337,14.68575,,
342.47095,441.72717,395.4373,20.058748,,
13.10484,85.74489,49.08795,11.822512,,
302.77274,380.46616,339.9437,13.576435,,
263.30774,370.81012,313.4888,19.016994,,
4.9275866,89.371376,40.631786,15.62697,,
4.9275866,89.371376,40.631786,15.62697,,
19.711538,176.02243,105.409615,26.283232,,
76.171555,191.61609,136.84438,25.085503,,
87.09938,246.3652,165.09491,39.076164,,
79.809814,188.22765,136.76535,25.742918,,
60.20662,206.31166,136.59796,27.803856,,
65.4733,129.72908,100.60077,10.575828,,
53.215153,119.02,86.51045,13.677609,,
53.215153,119.02,86.51045,13.677609,,
0.42579338,58.92358,26.340206,9.240832,,
38.821526,120.34742,78.03141,22.773548,,
46.7414,139.3078,88.74836,16.011473,,
17.89123,93.40621,55.919044,12.552517,,
0.63277555,53.27848,20.547073,7.905434,,
298.51758,379.46985,343.00677,12.489853,,
15.860061,135.64719,73.305115,23.092775,,
15.860061,135.64719,73.305115,23.092775,,
17.396832,115.561874,66.510574,15.128204,,
67.134155,197.86871,120.70339,23.675898,,
102.90745,188.27281,145.67676,21.824865,,
5.862615,75.2637,38.565834,18.594519,,
12.257919,91.60126,49.902817,18.593563,,
13.928295,51.905987,34.894077,9.281815,,
12.257919,91.60126,49.902817,18.593563,,
13.928295,51.905987,34.894077,9.281815,,
1.7566003,65.49866,35.311886,11.334379,,
2.1471152,85.2658,36.70396,14.77664,,
1.5487236,73.336815,33.53646,14.555333,,
1.0616434,138.31093,61.906593,24.409039,,
29.757442,245.06361,147.3122,45.845005,,
33.46584,142.70221,85.17326,21.848305,,
7.7765446,115.53645,61.600876,17.747755,,
15.190719,189.2322,99.42072,25.986538,,
0.50963783,54.732075,24.08078,8.879428,,
1.4126782,93.2918,44.593887,17.718756,,
15.435947,109.91586,62.363605,18.487856,,
0.98994374,61.339787,24.833122,11.239785,,
33.905964,169.33228,101.52778,24.664356,,
7.0613346,106.097176,59.75969,17.169924,,
7.0613346,106.097176,59.75969,17.169924,,
0.8196165,53.769463,22.768112,8.915243,,
0.49656942,73.96453,36.48089,13.515894,,
0.2067387,118.6143,42.139133,17.75921,,
23.454168,170.45653,105.78038,30.333685,,
64.92151,161.30772,111.83452,14.884549,,
38.78037,136.51859,89.89128,17.59148,,
83.308815,156.2992,122.68921,14.997658,,
17.089684,105.966965,60.254223,13.454969,,
15.47002,163.46257,79.01184,24.581255,,
103.3856,248.3651,178.51503,29.180925,,
39.957935,253.74648,146.6879,37.90224,,
78.02746,222.23378,152.66212,27.77647,,
