Node1,Node2,MinimumDistance,MaximumDistance,AverageDistance,StdDev,Label
238,789,62.904198,119.974236,90.186226,10.827328,1
238,470,26.483631,104.94996,66.40135,13.067085,1
238,2917,58.062218,123.37345,87.386406,11.146595,1
240,269,3.7506862,86.69845,47.67346,18.39111,1
240,1089,38.296097,219.34145,135.80183,34.372765,1
241,423,290.5415,430.48392,360.2913,28.01884,1
245,848,40.349674,137.39082,93.17318,14.707454,1
245,1151,65.50986,150.33955,110.66143,12.313387,1
245,701,32.964314,122.678444,70.812836,15.513866,1
246,1323,2.333315,154.99178,75.21547,26.793465,1
251,1323,1.6243107,161.41643,81.572235,30.651339,1
252,1247,159.78754,302.20718,233.7026,21.391916,1
253,423,245.65431,413.71173,327.2676,30.397266,1
253,1008,18.911861,91.48208,52.97661,10.403223,1
254,255,3.931206,46.87625,23.522505,7.821123,1
255,272,5.1830015,83.433846,47.18426,12.267668,1
255,796,29.171333,77.233894,55.493603,9.016643,1
255,797,19.357447,71.153465,47.2426,9.496359,1
259,260,21.96083,116.13954,72.3183,16.400938,1
260,2087,5.9248524,151.7229,67.48593,20.606024,1
269,551,5.9248524,151.7229,67.48593,20.606024,1
269,557,14.9816,144.55531,80.68192,21.897776,1
269,558,59.400917,182.82758,122.364265,22.618917,1
269,554,119.37106,245.36311,180.42441,19.961061,1
269,1419,100.39158,197.60664,146.2474,18.19221,1
272,996,1.6136651,153.69345,71.43492,27.220394,1
273,274,58.73124,142.03061,103.68223,12.808239,1
273,789,1.3996241,61.471245,31.004442,10.096194,1
273,1297,37.51076,156.93861,95.31122,17.72675,1
273,514,53.35276,159.54861,109.64875,15.464368,1
273,1072,1.651658,203.9747,103.765976,37.981068,1
274,590,1.3320798,119.87285,52.571472,18.940948,1
274,1369,46.26133,120.00928,82.9693,12.40105,1
274,2415,59.82771,160.39482,104.71798,15.89811,1
274,2468,37.8779,125.15196,75.43052,16.056799,1
277,280,25.191607,88.16971,59.17027,11.596543,1
277,279,0.12698449,74.94155,32.803738,12.703609,1
277,512,0.5158512,116.31217,52.88533,24.236322,1
277,1847,30.998892,136.38144,86.04354,16.236292,1
277,2364,71.30452,220.35254,155.26773,26.071426,1
277,1958,26.480816,136.71239,82.60266,17.49028,1
277,1956,22.714731,113.99332,68.212166,15.021227,1
277,1957,16.159187,109.87858,71.56353,14.387406,1
279,280,40.346878,93.32038,69.29959,10.471386,1
279,288,118.31022,333.31662,228.50456,63.75454,1
280,506,25.563717,260.77945,138.20827,87.912506,1
286,287,11.5462885,96.22644,51.802845,14.208587,1
314,315,24.357193,243.43011,118.449745,47.60396,1
314,2071,7.6026034,102.72113,54.1592,19.973867,1
315,323,0.6898816,236.3955,114.299385,51.16545,1
316,317,2.4977415,104.03512,47.861053,16.598862,1
316,445,2.4977415,104.03512,47.861053,16.598862,1
316,476,59.793648,142.54576,97.37572,11.703799,1
327,328,56.083126,116.10868,85.42798,9.498019,1
328,1532,1.1631949,106.636604,54.99481,15.779981,1
349,350,0.28914624,107.53437,43.956604,19.821901,1
350,351,4.2576084,76.01902,31.963127,11.286332,1
351,352,0.28914624,107.53437,43.956604,19.821901,1
360,361,4.2576084,76.01902,31.963127,11.286332,1
404,424,84.527374,177.05792,132.60919,15.669407,1
404,426,54.442635,115.24892,85.906,10.208565,1
406,407,4.843537,81.871185,39.88098,15.232844,1
406,418,60.98756,139.54298,95.60455,12.091888,1
406,417,11.678443,150.58537,94.13823,28.433668,1
407,417,30.271385,194.69109,126.44966,31.352474,1
417,418,0.51815057,115.39087,49.48353,20.6608,1
423,1153,226.10954,410.07083,312.97693,32.086704,1
423,1742,226.10954,410.07083,312.97693,32.086704,1
423,1318,191.27582,386.44022,291.21844,37.365532,1
424,425,6.5653,201.85071,99.35352,32.17978,1
424,427,84.00998,179.20563,132.21655,16.12459,1
424,440,73.73768,157.27058,117.03324,16.702007,1
424,468,0.44056123,112.18418,44.06867,16.899729,1
424,1153,36.041996,166.119,98.93349,18.230116,1
424,441,70.15641,181.64093,132.62798,17.681671,1
424,426,66.11418,190.38034,118.192406,18.6124,1
425,426,12.415919,166.29225,84.424225,23.37913,1
426,427,51.188984,121.62901,86.02215,10.921366,1
428,429,4.993226,66.47903,27.701157,10.550884,1
428,565,1.3326731,81.99228,44.57714,13.582864,1
428,580,0.157423,84.3902,23.721823,12.052969,1
428,583,32.537952,104.530685,67.99858,11.768916,1
428,701,24.68492,78.36504,49.451794,10.088226,1
428,820,49.71178,100.51402,72.62755,10.74583,1
428,893,0.7995882,72.14776,32.344967,16.071394,1
428,550,26.705599,81.36949,56.823215,11.278114,1
428,1991,26.705599,81.36949,56.823215,11.278114,1
428,738,20.3158,122.10722,75.25085,17.856306,1
428,1058,52.367584,123.94577,89.14292,12.047949,1
428,1249,36.601994,79.52813,56.309605,8.098744,1
428,1839,4.2067266,98.72657,53.865013,16.723553,1
431,1194,46.12076,115.76271,76.83157,12.202825,1
431,842,23.909336,139.81589,78.112465,18.912287,1
431,738,21.564724,132.03064,71.96024,19.625755,1
431,1564,21.564724,132.03064,71.96024,19.625755,1
432,433,21.564724,132.03064,71.96024,19.625755,1
432,434,21.564724,132.03064,71.96024,19.625755,1
432,2352,32.774105,139.86337,94.2671,16.959772,1
439,715,3.2284899,201.40527,106.13892,43.778584,1
439,717,3.2284899,201.40527,106.13892,43.778584,1
439,718,6.7259774,171.42831,86.657425,37.687954,1
441,895,15.555781,154.459,81.35496,24.897171,1
441,2209,0.62106055,56.88405,20.016668,9.870957,1
441,2460,0.54868394,74.81386,21.37653,10.712966,1
441,2461,0.67777413,56.24932,19.23571,9.146815,1
441,1094,1.8290273,64.34594,30.326271,10.445893,1
462,463,4.4883995,106.118095,50.43062,18.13655,1
463,1596,0.3777329,92.61278,32.333908,12.610429,1
468,469,5.086946,117.44006,61.188683,19.709805,1
470,1480,28.862741,263.73404,138.01439,89.01123,1
506,640,28.862741,263.73404,138.01439,89.01123,1
506,1261,16.29907,270.46667,146.26103,84.096275,1
506,2400,25.887167,306.40466,167.3313,92.90859,1
508,803,25.887167,306.40466,167.3313,92.90859,1
508,1093,25.887167,306.40466,167.3313,92.90859,1
510,511,11.979896,99.44594,64.08394,13.4967375,1
510,952,61.000626,179.70343,125.98146,24.395863,1
510,1015,9.988566,113.62621,66.6169,14.636932,1
510,1889,190.27603,331.91275,262.50076,20.8772,1
510,1539,22.61147,171.2151,97.02711,30.547132,1
511,592,22.61147,171.2151,97.02711,30.547132,1
511,602,22.61147,171.2151,97.02711,30.547132,1
511,1015,1.5975627,45.988655,21.130985,8.007298,1
512,640,13.795529,120.572586,63.82198,21.58067,1
512,664,13.639147,176.15457,98.50193,32.986443,1
512,648,47.811115,202.893,125.40681,30.63967,1
512,633,0.4776879,167.59448,88.028885,30.70458,1
513,514,3.3609722,151.865,59.065792,32.28676,1
513,1297,39.812325,142.45593,87.93534,19.307114,1
513,1427,1.5002171,156.60706,72.796074,34.46577,1
513,1549,27.710957,130.73755,69.21437,16.993635,1
513,2180,32.51968,118.18877,63.752026,14.774304,1
513,1090,14.09767,178.8617,101.18464,26.04693,1
513,1089,80.14541,249.56503,155.25485,26.0594,1
514,592,80.14541,249.56503,155.25485,26.0594,1
514,595,80.14541,249.56503,155.25485,26.0594,1
514,608,0.63097924,174.7877,91.361336,29.11945,1
514,1142,20.451862,138.02863,83.635185,17.315008,1
514,1235,0.7239639,193.98518,95.485115,37.48371,1
514,772,9.768684,135.10861,70.701706,21.245382,1
514,1297,0.8836289,143.68227,63.73444,28.273663,1
514,1288,347.26474,464.6662,401.4358,22.536856,1
514,1073,137.17896,284.84637,208.21907,23.966036,1
514,2345,137.17896,284.84637,208.21907,23.966036,1
514,1427,0.5119817,157.43668,68.57692,29.499975,1
514,2344,9.56488,207.58182,99.261345,36.263336,1
514,980,120.37819,222.59229,164.57724,26.332138,1
524,532,54.771145,125.01922,89.99485,12.187286,1
524,966,65.211525,198.26006,127.61111,23.395159,1
524,1105,60.52584,144.8017,108.448296,13.6927185,1
524,1369,23.932655,96.47128,57.091125,12.505745,1
524,1126,35.015247,148.41608,94.09043,19.666277,1
524,1803,35.015247,148.41608,94.09043,19.666277,1
524,1106,11.507831,91.11004,56.357227,12.387549,1
524,2399,15.310943,95.74799,57.44224,13.380212,1
524,2601,15.310943,95.74799,57.44224,13.380212,1
524,752,19.356789,113.97063,70.323296,15.2277355,1
529,530,1.6681657,73.34124,34.324013,12.146767,1
529,535,1.4563285,88.60819,33.8923,13.934357,1
529,575,4.1510563,187.47188,95.39567,38.049362,1
530,533,0.7785796,210.70303,108.31892,43.47382,1
530,536,1.0860856,59.982903,23.432106,9.311152,1
530,534,71.743515,179.9071,140.19246,17.16344,1
530,575,9.266912,160.48788,75.01168,34.07659,1
530,535,1.4891751,47.935673,17.596424,7.041792,1
530,2018,22.6078,95.488304,56.372406,11.934461,1
533,534,0.53433335,204.81186,97.27616,38.022808,1
533,535,0.7168426,216.16159,106.272064,42.342876,1
533,986,1.2136984,200.01358,97.355835,33.921406,1
533,536,0.7076968,216.48335,105.80729,42.283276,1
533,1775,0.81962883,183.3725,90.031715,33.09489,1
533,1279,1.8110023,199.08524,105.91559,43.289085,1
534,986,3.8345795,118.214294,50.63583,19.773832,1
534,1775,32.754555,155.34164,103.88945,18.895882,1
534,1279,80.73935,168.6988,137.10553,16.092693,1
534,1070,31.80075,221.1965,117.9993,26.229286,1
535,536,0.67663497,57.91803,23.699238,9.716887,1
535,575,0.31554103,160.55115,74.91356,35.226875,1
536,574,0.5431399,61.851433,22.106773,9.97983,1
541,542,0.5431399,61.851433,22.106773,9.97983,1
541,545,0.5431399,61.851433,22.106773,9.97983,1
541,828,55.648945,131.12746,96.20114,12.33241,1
541,1264,70.12149,139.55754,104.38347,19.456137,1
541,1828,211.8318,347.50317,290.67157,25.45156,1
541,827,62.650955,150.67131,108.863365,13.739144,1
541,1474,58.56254,109.41892,82.48547,9.19986,1
542,827,58.56254,109.41892,82.48547,9.19986,1
545,1744,58.56254,109.41892,82.48547,9.19986,1
548,1294,50.6423,86.5996,69.25221,7.4166355,1
548,1623,50.711914,90.80809,72.109665,9.010501,1
548,1088,33.80862,113.62926,69.71972,17.356375,1
548,1669,90.4729,124.354904,107.732155,6.78141,1
548,1087,65.7878,121.22715,90.964645,10.850706,1
548,1109,56.21354,85.16379,71.15235,6.6960864,1
548,1293,56.21354,85.16379,71.15235,6.6960864,1
548,1666,56.21354,85.16379,71.15235,6.6960864,1
548,1295,402.238,486.59723,445.75815,15.765994,1
548,1274,342.21002,468.07495,420.2587,16.828976,1
548,1668,424.1109,501.91562,457.81696,14.365621,1
548,1703,359.2763,475.55215,429.94778,23.428652,1
548,1667,65.35311,157.61502,111.93517,18.18324,1
550,939,46.786934,126.889244,80.75845,14.52044,1
550,1245,34.531822,135.97028,83.36688,21.004606,1
551,558,34.531822,135.97028,83.36688,21.004606,1
551,557,34.531822,135.97028,83.36688,21.004606,1
554,1350,0.2899643,116.301506,62.053635,18.472645,1
563,1548,6.204458,99.861534,56.93832,15.696217,1
566,1215,6.204458,99.861534,56.93832,15.696217,1
566,2277,6.204458,99.861534,56.93832,15.696217,1
574,1502,3.910704,51.577625,22.910002,7.6806374,1
575,576,35.09852,232.64655,132.18298,36.81747,1
575,1249,25.519176,185.03346,103.347946,44.01753,1
575,1277,2.0539458,147.523,71.35807,36.88767,1
575,1565,45.973736,168.92302,101.79153,30.808712,1
576,602,45.973736,168.92302,101.79153,30.808712,1
576,606,10.421269,188.03088,104.01409,30.114302,1
576,592,10.421269,188.03088,104.01409,30.114302,1
576,626,164.14967,298.72968,221.79219,22.66507,1
576,612,0.80566794,111.64561,56.821667,20.471016,1
576,613,0.80566794,111.64561,56.821667,20.471016,1
576,625,19.944654,111.588104,68.78127,20.108921,1
576,605,1.2921596,142.12727,58.840313,23.947353,1
576,628,17.222775,163.80075,91.55162,25.76302,1
576,629,17.222775,163.80075,91.55162,25.76302,1
576,589,1.6982933,115.8975,59.786167,21.468273,1
576,631,17.222775,163.80075,91.55162,25.76302,1
576,595,17.222775,163.80075,91.55162,25.76302,1
576,680,1.6982933,115.8975,59.786167,21.468273,1
576,633,2.5993664,112.1033,53.656567,17.305664,1
576,2926,12.127585,150.54921,76.80847,23.841984,1
578,579,12.127585,150.54921,76.80847,23.841984,1
580,581,78.91048,220.10841,140.67064,34.80213,1
582,583,37.239597,106.742645,72.21139,11.897866,1
582,2416,0.5993171,72.14013,23.041258,12.13444,1
582,990,52.50485,98.9778,75.80447,9.180527,1
582,1554,11.511922,123.0599,65.18485,19.440773,1
582,1001,47.031483,211.9925,133.26897,30.363132,1
582,988,123.72007,227.5258,177.6257,24.323586,1
582,2514,27.554686,149.78049,87.507515,23.459328,1
582,3046,1.1402494,140.35654,61.83883,22.405645,1
586,602,1.1402494,140.35654,61.83883,22.405645,1
586,974,1.757929,59.322968,30.385439,8.76413,1
586,984,319.56787,427.7416,379.15344,22.489368,1
586,985,0.6919361,52.57272,25.620596,8.312768,1
586,1024,343.18555,398.7037,368.7933,10.803879,1
586,663,1.0551986,56.422997,26.718264,9.352317,1
586,1839,0.5357684,94.278534,45.623787,16.845125,1
586,2230,15.017282,62.240044,34.619835,8.725754,1
589,590,15.99821,117.88548,67.71843,14.89736,1
590,1369,34.634308,137.26534,80.281845,17.020395,1
590,2374,36.84831,191.02628,115.01199,21.453646,1
590,1254,45.090073,203.66621,121.74658,27.259724,1
590,3028,33.174675,128.64691,78.334175,14.302677,1
592,600,33.174675,128.64691,78.334175,14.302677,1
592,611,33.174675,128.64691,78.334175,14.302677,1
592,612,33.174675,128.64691,78.334175,14.302677,1
592,613,33.174675,128.64691,78.334175,14.302677,1
592,614,33.174675,128.64691,78.334175,14.302677,1
592,615,33.174675,128.64691,78.334175,14.302677,1
592,616,33.174675,128.64691,78.334175,14.302677,1
592,617,33.174675,128.64691,78.334175,14.302677,1
592,618,33.174675,128.64691,78.334175,14.302677,1
592,620,33.174675,128.64691,78.334175,14.302677,1
592,673,33.174675,128.64691,78.334175,14.302677,1
592,677,33.174675,128.64691,78.334175,14.302677,1
592,679,33.174675,128.64691,78.334175,14.302677,1
592,608,33.174675,128.64691,78.334175,14.302677,1
592,625,33.174675,128.64691,78.334175,14.302677,1
592,1072,33.174675,128.64691,78.334175,14.302677,1
594,595,33.174675,128.64691,78.334175,14.302677,1
595,608,33.174675,128.64691,78.334175,14.302677,1
595,612,33.174675,128.64691,78.334175,14.302677,1
595,623,33.174675,128.64691,78.334175,14.302677,1
595,642,33.174675,128.64691,78.334175,14.302677,1
595,643,33.174675,128.64691,78.334175,14.302677,1
595,1072,33.174675,128.64691,78.334175,14.302677,1
597,633,3.3836808,120.55304,64.620834,20.514837,1
597,612,31.750603,110.5842,67.695526,14.573852,1
597,613,31.750603,110.5842,67.695526,14.573852,1
597,645,31.750603,110.5842,67.695526,14.573852,1
597,625,46.19773,113.619675,75.765335,13.869617,1
597,598,25.514875,93.95345,58.19842,10.930441,1
597,665,34.5245,112.85025,69.78221,11.701556,1
597,648,19.355385,126.29865,76.06022,20.22906,1
598,650,0.83753204,96.64919,41.635147,17.25648,1
598,651,20.158096,99.6849,57.30455,13.077139,1
598,652,0.3331525,74.07957,34.072926,11.441962,1
598,653,1.1567979,67.39831,27.360516,11.304109,1
598,693,1.1567979,67.39831,27.360516,11.304109,1
598,1124,1.1567979,67.39831,27.360516,11.304109,1
602,661,1.1567979,67.39831,27.360516,11.304109,1
602,663,1.1567979,67.39831,27.360516,11.304109,1
602,689,1.1567979,67.39831,27.360516,11.304109,1
602,691,1.1567979,67.39831,27.360516,11.304109,1
602,695,1.1567979,67.39831,27.360516,11.304109,1
603,604,17.236422,174.90385,87.19198,28.674227,1
605,606,9.770702,176.10216,94.39289,32.537575,1
608,1072,0.5942072,216.69218,96.2751,41.670334,1
608,2407,8.1819105,112.21293,63.093586,22.79581,1
609,2886,8.1819105,112.21293,63.093586,22.79581,1
612,644,29.913553,137.63794,84.455574,17.303074,1
612,613,0,66.47545,25.704464,14.005938,1
612,625,0.9102667,60.6935,25.386816,12.333854,1
612,633,1.1041832,94.95029,45.614685,18.394197,1
612,850,50.382378,156.86415,99.0663,15.720741,1
612,851,12.222427,106.95106,53.9232,19.2964,1
612,1058,39.062904,118.88021,82.6675,13.649371,1
612,1958,1.906104,93.56731,41.5392,16.916346,1
613,625,0.9102667,60.6935,25.386816,12.333854,1
613,633,1.1041832,94.95029,45.614685,18.394197,1
613,1058,39.062904,118.88021,82.6675,13.649371,1
613,2330,0.96903807,86.708954,36.25674,15.951718,1
613,1958,1.906104,93.56731,41.5392,16.916346,1
613,856,0.5582694,73.8981,27.51686,12.701027,1
620,1466,347.3561,469.78363,409.09732,19.701109,1
624,1304,369.267,644.3852,486.8397,40.34196,1
624,1593,369.267,644.3852,486.8397,40.34196,1
624,1106,0.4168274,103.68275,45.375378,20.508747,1
625,648,12.179217,68.70824,42.43083,12.630715,1
625,633,1.8335681,97.757164,48.935513,20.774107,1
625,856,0.78570545,38.015827,14.913466,6.1430902,1
625,1058,58.77948,118.341576,87.464455,10.792028,1
625,1995,58.77948,118.341576,87.464455,10.792028,1
625,1958,5.455967,69.91704,38.528996,11.233928,1
625,1957,0.61975557,35.783413,14.271642,6.2296023,1
625,1956,1.8474885,43.758907,19.774157,7.59995,1
626,1072,136.20338,331.43274,226.8232,30.976097,1
626,888,198.70097,297.90237,236.02158,19.67253,1
628,1775,0.8242563,95.882614,44.932346,15.606447,1
631,633,18.499395,124.14166,73.149254,18.986235,1
633,634,18.499395,124.14166,73.149254,18.986235,1
633,649,18.499395,124.14166,73.149254,18.986235,1
634,2802,8.192806,86.711784,48.500977,12.736408,1
634,2869,8.192806,86.711784,48.500977,12.736408,1
636,637,1.0758152,63.504646,24.76675,11.006831,1
636,1119,1.0758152,63.504646,24.76675,11.006831,1
637,638,396.74448,516.6615,460.8205,22.069744,1
637,639,87.46242,203.09868,144.31206,26.981773,1
637,641,345.40488,457.92633,402.86594,18.715136,1
637,681,368.22464,471.57306,427.77072,17.460684,1
637,682,351.16827,485.77612,416.8345,22.577833,1
637,683,447.47055,538.76447,498.32043,16.123894,1
637,684,424.30368,542.7964,500.08026,18.010641,1
637,685,386.5298,519.81177,450.1523,25.634007,1
637,686,0.6679566,93.928795,43.59455,16.32201,1
637,1092,0.43459627,53.247795,22.586111,9.090829,1
637,666,1.2026186,59.369434,23.025328,9.548145,1
637,923,10.38659,80.367615,46.792065,13.25233,1
637,1261,7.630275,90.72207,53.914577,14.28123,1
637,2400,0.41138965,95.05791,40.786045,17.817064,1
637,2485,5.800009,91.195786,50.114037,14.104977,1
640,648,41.145935,112.94852,76.56402,14.892304,1
644,645,41.145935,112.94852,76.56402,14.892304,1
644,665,11.927458,108.843765,63.896008,15.497907,1
644,728,5.138001,118.96573,57.64788,25.031519,1
645,646,5.138001,118.96573,57.64788,25.031519,1
645,1682,5.138001,118.96573,57.64788,25.031519,1
648,668,62.55378,142.96678,94.88531,13.761988,1
648,1682,1.960001,82.84349,43.06687,12.886726,1
648,1683,2.3656566,87.38116,43.579838,14.346661,1
649,2846,0.588677,96.705605,48.249783,18.677225,1
649,2312,0.64140093,92.19443,49.049026,15.327953,1
649,2891,29.399462,184.11942,113.91254,25.379314,1
649,1617,10.555661,103.58477,56.731117,14.868538,1
650,1188,0.588677,96.705605,48.249783,18.677225,1
651,2688,0.64140093,92.19443,49.049026,15.327953,1
651,1255,29.399462,184.11942,113.91254,25.379314,1
656,657,10.555661,103.58477,56.731117,14.868538,1
659,671,5.01763,32.58266,16.166182,6.4560614,1
659,991,42.814632,154.91127,105.45964,29.311962,1
661,1024,213.98647,304.75778,257.87506,17.14659,1
661,2230,80.10683,147.06548,117.14163,16.322016,1
663,1119,80.10683,147.06548,117.14163,16.322016,1
663,1024,344.30145,422.67386,382.59427,12.835141,1
664,665,8.14103,111.20207,55.337833,13.890235,1
664,666,20.88071,116.939384,65.18444,16.080547,1
665,666,12.661702,96.43355,54.551243,13.974455,1
665,2298,2.108527,97.430305,52.91172,15.542795,1
671,1194,4.480716,72.81121,36.747387,18.481363,1
671,1584,0.9363356,45.765682,20.731777,8.305009,1
671,1279,1.8247967,33.035984,15.954555,6.437614,1
673,988,58.462486,234.17442,158.43588,28.081158,1
677,988,49.87003,228.80125,129.42336,29.36219,1
679,988,132.79073,261.69888,196.40715,26.953257,1
686,782,147.98044,262.2409,199.68605,16.11288,1
701,703,286.07965,447.86224,365.55258,30.216074,1
701,704,26.234535,70.97105,47.175797,9.039963,1
701,706,270.67807,367.6154,318.5657,17.48775,1
701,707,24.774895,81.27088,53.86448,11.081709,1
701,708,147.93831,258.02963,199.78032,21.73192,1
701,709,18.639662,100.42847,55.21075,14.827849,1
701,710,47.607765,107.31014,71.322266,12.416009,1
701,711,25.521225,83.071724,54.434193,11.269751,1
701,887,29.126923,99.92408,67.22275,13.203364,1
701,2399,25.521225,83.071724,54.434193,11.269751,1
701,2948,29.126923,99.92408,67.22275,13.203364,1
704,705,249.11559,374.2295,308.71353,24.643028,1
704,706,294.8726,379.85382,337.41388,14.143442,1
708,2821,7.966998,151.13063,78.711655,24.969494,1
709,895,7.966998,151.13063,78.711655,24.969494,1
709,1775,4.37705,95.74596,43.583954,15.212613,1
709,1776,1.2932978,96.49497,37.323643,16.17131,1
710,842,2.3919334,144.1582,71.06954,29.257559,1
711,1073,393.36127,517.3835,461.2732,25.391052,1
712,713,393.36127,517.3835,461.2732,25.391052,1
712,714,0.57693064,46.73571,19.602608,8.223444,1
712,2230,22.03733,75.03736,48.737705,9.198493,1
714,1061,17.96557,86.24585,50.53576,11.400419,1
715,718,20.84537,66.16184,44.19334,8.95026,1
715,952,25.078653,66.66272,42.718002,8.088485,1
715,1466,361.6547,494.66425,433.574,28.615738,1
715,987,3.8563452,131.8511,72.59627,28.198093,1
715,1607,16.981705,73.34669,46.57268,13.207107,1
715,720,3.8469532,79.47382,42.287746,15.605266,1
715,2969,8.31306,94.16032,56.417717,13.955127,1
715,1193,22.608839,139.33206,69.965515,23.721,1
715,2803,22.608839,139.33206,69.965515,23.721,1
717,1087,22.608839,139.33206,69.965515,23.721,1
718,720,12.197092,96.82869,54.78556,12.954572,1
718,1466,367.09106,476.05664,417.38324,18.566282,1
720,884,0.38519967,93.27776,39.87085,14.04995,1
720,1406,43.4856,226.35347,135.6283,39.524933,1
720,1429,0.44880834,107.37522,44.304005,19.346395,1
720,1088,10.641569,115.34052,59.0449,18.023958,1
720,1669,93.756424,167.77098,130.77284,12.439784,1
720,2802,4.458159,72.98208,41.274826,10.813553,1
720,1607,10.693043,78.287964,47.00993,11.151264,1
720,1647,30.689262,118.916504,76.33488,12.823325,1
721,723,62.238163,137.16548,99.42275,13.805446,1
730,731,1.2781335,110.79669,50.700512,18.233845,1
730,1657,26.82927,183.85915,109.09841,26.944262,1
730,2038,4.65708,73.44404,44.01975,11.080308,1
730,863,0.53259087,127.932144,66.34697,19.750818,1
731,884,21.887012,144.95663,79.58939,21.10986,1
732,1825,0.6169696,112.54324,53.392796,17.925003,1
732,2128,0.6169696,112.54324,53.392796,17.925003,1
734,2812,1.9122894,89.92363,47.16714,14.735897,1
735,736,1.1344371,154.63095,65.492165,27.748388,1
735,737,33.33765,136.52367,82.59675,17.823051,1
736,737,53.666195,139.61336,97.21196,14.035774,1
738,973,31.35573,123.73394,81.627716,17.678484,1
738,1236,32.900093,134.67194,84.94022,17.738304,1
738,1021,1.0335491,218.81624,103.419525,52.63255,1
738,1931,10.894924,147.05077,81.08391,24.581665,1
738,1692,10.894924,147.05077,81.08391,24.581665,1
738,1215,30.635818,149.1362,87.46836,21.06763,1
740,1251,30.635818,149.1362,87.46836,21.06763,1
743,744,25.853758,184.35457,100.89602,34.281403,1
745,747,25.853758,184.35457,100.89602,34.281403,1
750,2823,13.012901,71.06918,41.79766,9.337439,1
751,1480,0.59737206,136.81665,59.75937,26.394056,1
752,753,0.59737206,136.81665,59.75937,26.394056,1
752,987,4.2815866,106.5074,56.462856,15.769993,1
752,1080,1.0081098,72.087364,30.943981,12.765503,1
752,1803,1.0081098,72.087364,30.943981,12.765503,1
752,995,1.2893245,87.6006,43.120308,14.196846,1
752,1245,1.7079383,124.36146,62.722538,17.59672,1
752,1747,4.347929,111.505615,62.00117,15.9748,1
752,1839,1.9768355,111.30043,55.019802,17.744375,1
752,1849,1.5051235,116.036194,63.22515,21.26005,1
753,951,1.8167976,101.64051,48.96408,20.28171,1
757,758,222.51718,384.69028,295.78687,35.13038,1
757,1104,200.775,428.08365,307.28125,42.581486,1
757,1110,177.41653,403.6988,294.79993,42.054604,1
757,1282,3.668035,210.00163,91.82963,50.52357,1
758,1104,2.4053502,133.95929,71.60651,22.347143,1
758,1110,4.272602,104.81282,44.60612,18.679087,1
758,1282,178.11491,380.9849,266.82278,45.66452,1
760,761,20.168756,73.988174,46.150215,10.754311,1
760,763,20.168756,73.988174,46.150215,10.754311,1
760,1194,1.3695585,82.384285,35.833115,17.916153,1
760,1279,1.0667661,38.2796,16.758636,6.723002,1
760,1584,0.64245945,50.181396,21.198332,8.372947,1
760,965,7.5396857,68.24725,36.044804,11.179529,1
761,762,15.541561,69.48747,39.562634,9.66546,1
762,763,15.541561,69.48747,39.562634,9.66546,1
762,1279,41.725388,96.355934,68.45458,10.049159,1
762,1584,28.657064,112.698845,66.177475,14.253634,1
762,965,17.933416,100.831085,62.23719,14.022191,1
763,1279,17.933416,100.831085,62.23719,14.022191,1
770,942,15.541561,69.48747,39.562634,9.66546,1
770,1101,15.541561,69.48747,39.562634,9.66546,1
770,1166,41.725388,96.355934,68.45458,10.049159,1
770,1102,28.657064,112.698845,66.177475,14.253634,1
770,1185,17.933416,100.831085,62.23719,14.022191,1
770,1206,17.933416,100.831085,62.23719,14.022191,1
771,772,1.3532691,80.99126,37.703434,13.418806,1
771,1172,4.788093,62.221897,34.18265,10.540605,1
771,2188,26.15114,103.13345,65.54284,14.253765,1
771,1956,0.6917148,53.517925,23.055925,9.761472,1
778,996,0.6081354,123.722015,52.068897,22.69564,1
780,781,48.39961,100.679825,75.14955,10.2862425,1
782,783,7.377581,196.13156,99.893745,41.970856,1
783,852,111.299965,184.10732,142.99562,12.019019,1
784,785,4.74498,159.3307,80.16616,27.242584,1
785,2097,57.346615,311.33478,208.5389,42.446495,1
786,787,138.20026,312.12396,226.44637,30.794243,1
786,848,207.9565,307.46008,259.3113,20.025356,1
786,1233,230.64886,343.30154,284.69302,19.954193,1
787,1206,3.718742,157.61052,74.5253,24.344868,1
787,1094,12.806978,168.48186,79.50308,25.779083,1
789,2407,4.269981,34.944103,20.010412,5.9571624,1
789,1254,2.6859443,136.13538,69.801575,28.601198,1
791,792,2.6859443,136.13538,69.801575,28.601198,1
791,793,2.6859443,136.13538,69.801575,28.601198,1
791,794,2.6859443,136.13538,69.801575,28.601198,1
791,795,2.6859443,136.13538,69.801575,28.601198,1
793,952,1.1957362,25.074018,11.408487,4.3274965,1
793,1184,1.0567846,45.012207,19.078386,6.8861747,1
793,953,52.617798,132.97594,87.52603,15.330706,1
793,1499,35.19426,74.86094,52.67378,7.380857,1
793,1155,39.158203,86.417046,58.017838,8.31075,1
793,1156,48.04993,128.2922,85.94965,15.089422,1
793,1157,51.729263,229.02505,151.772,49.74794,1
793,1500,59.5936,154.5406,108.57743,25.603907,1
793,1501,144.64308,185.5317,163.4764,6.9741635,1
796,797,1.1948793,55.140434,27.599821,9.742463,1
796,798,29.877882,84.9227,57.697353,9.919479,1
798,1797,6.5140433,126.70768,69.95895,22.249056,1
798,2633,4.2590265,76.05115,31.658903,13.33472,1
798,2820,66.36641,220.78647,143.64345,23.519365,1
799,800,40.281166,71.703384,57.663456,6.4373136,1
